model_name,animal_type,target,measure,Cross-validation,evaluated_on (Train/Test),Score,n_rows,n_defects,best_params
Logistic Regression,cow,has defects,Accuracy,2,Test,0.5555555555555556,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'l1_ratio': 0.5816737008859542}"
Logistic Regression,cow,has defects,Accuracy,3,Test,0.6666666666666666,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'l1_ratio': 0.5816737008859542}"
Logistic Regression,cow,has defects,Accuracy,4,Test,0.6666666666666666,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'l1_ratio': 0.5816737008859542}"
Logistic Regression,cow,has defects,Accuracy,5,Test,0.6666666666666666,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'l1_ratio': 0.5816737008859542}"
Logistic Regression,cow,has defects,Balanced Accuracy,1,Train,0.6,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'l1_ratio': 0.5816737008859542}"
Logistic Regression,cow,has defects,Balanced Accuracy,2,Train,0.65625,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'l1_ratio': 0.5816737008859542}"
Logistic Regression,cow,has defects,Balanced Accuracy,3,Train,0.6324404761904762,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'l1_ratio': 0.5816737008859542}"
Logistic Regression,cow,has defects,Balanced Accuracy,4,Train,0.6324404761904762,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'l1_ratio': 0.5816737008859542}"
Logistic Regression,cow,has defects,Balanced Accuracy,5,Train,0.6324404761904762,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'l1_ratio': 0.5816737008859542}"
Logistic Regression,cow,has defects,Balanced Accuracy,1,Test,0.75,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'l1_ratio': 0.5816737008859542}"
Logistic Regression,cow,has defects,Balanced Accuracy,2,Test,0.525,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'l1_ratio': 0.5816737008859542}"
Logistic Regression,cow,has defects,Balanced Accuracy,3,Test,0.625,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'l1_ratio': 0.5816737008859542}"
Logistic Regression,cow,has defects,Balanced Accuracy,4,Test,0.625,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'l1_ratio': 0.5816737008859542}"
Logistic Regression,cow,has defects,Balanced Accuracy,5,Test,0.625,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'l1_ratio': 0.5816737008859542}"
Logistic Regression,cow,has defects,F1,1,Train,0.7450980392156863,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'l1_ratio': 0.5816737008859542}"
Logistic Regression,cow,has defects,F1,2,Train,0.7924528301886793,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'l1_ratio': 0.5816737008859542}"
Logistic Regression,cow,has defects,F1,3,Train,0.7692307692307693,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'l1_ratio': 0.5816737008859542}"
Logistic Regression,cow,has defects,F1,4,Train,0.7692307692307693,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'l1_ratio': 0.5816737008859542}"
Logistic Regression,cow,has defects,F1,5,Train,0.7692307692307693,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'l1_ratio': 0.5816737008859542}"
Logistic Regression,cow,has defects,F1,1,Test,0.8571428571428571,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'l1_ratio': 0.5816737008859542}"
Logistic Regression,cow,has defects,F1,2,Test,0.6666666666666666,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'l1_ratio': 0.5816737008859542}"
Logistic Regression,cow,has defects,F1,3,Test,0.7692307692307693,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'l1_ratio': 0.5816737008859542}"
Logistic Regression,cow,has defects,F1,4,Test,0.7692307692307693,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'l1_ratio': 0.5816737008859542}"
Logistic Regression,cow,has defects,F1,5,Test,0.7692307692307693,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'l1_ratio': 0.5816737008859542}"
Logistic Regression,cow,has defects,ROC AUC,1,Train,0.6828125,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'l1_ratio': 0.5816737008859542}"
Logistic Regression,cow,has defects,ROC AUC,2,Train,0.7247023809523809,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'l1_ratio': 0.5816737008859542}"
Logistic Regression,cow,has defects,ROC AUC,3,Train,0.7038690476190477,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'l1_ratio': 0.5816737008859542}"
Logistic Regression,cow,has defects,ROC AUC,4,Train,0.7038690476190477,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'l1_ratio': 0.5816737008859542}"
Logistic Regression,cow,has defects,ROC AUC,5,Train,0.7008928571428572,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'l1_ratio': 0.5816737008859542}"
Logistic Regression,cow,has defects,ROC AUC,1,Test,0.75,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'l1_ratio': 0.5816737008859542}"
Logistic Regression,cow,has defects,ROC AUC,2,Test,0.6,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'l1_ratio': 0.5816737008859542}"
Logistic Regression,cow,has defects,ROC AUC,3,Test,0.7,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'l1_ratio': 0.5816737008859542}"
Logistic Regression,cow,has defects,ROC AUC,4,Test,0.7,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'l1_ratio': 0.5816737008859542}"
Logistic Regression,cow,has defects,ROC AUC,5,Test,0.7250000000000001,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'l1_ratio': 0.5816737008859542}"
Logistic Regression,steer,has defects,Accuracy,1,Train,0.7893700787401575,636,200,"{'imputer_strategy': 'median', 'C': 0.056368429683830816, 'l1_ratio': 0.07971785984786849}"
Logistic Regression,steer,has defects,Accuracy,2,Train,0.7721021611001965,636,200,"{'imputer_strategy': 'median', 'C': 0.056368429683830816, 'l1_ratio': 0.07971785984786849}"
Logistic Regression,steer,has defects,Accuracy,3,Train,0.7976424361493124,636,200,"{'imputer_strategy': 'median', 'C': 0.056368429683830816, 'l1_ratio': 0.07971785984786849}"
Logistic Regression,steer,has defects,Accuracy,4,Train,0.7701375245579568,636,200,"{'imputer_strategy': 'median', 'C': 0.056368429683830816, 'l1_ratio': 0.07971785984786849}"
Logistic Regression,steer,has defects,Accuracy,5,Train,0.7956777996070727,636,200,"{'imputer_strategy': 'median', 'C': 0.056368429683830816, 'l1_ratio': 0.07971785984786849}"
Logistic Regression,steer,has defects,Accuracy,1,Test,0.8046875,636,200,"{'imputer_strategy': 'median', 'C': 0.056368429683830816, 'l1_ratio': 0.07971785984786849}"
Logistic Regression,steer,has defects,Accuracy,2,Test,0.7795275590551181,636,200,"{'imputer_strategy': 'median', 'C': 0.056368429683830816, 'l1_ratio': 0.07971785984786849}"
Logistic Regression,steer,has defects,Accuracy,3,Test,0.6614173228346457,636,200,"{'imputer_strategy': 'median', 'C': 0.056368429683830816, 'l1_ratio': 0.07971785984786849}"
Logistic Regression,steer,has defects,Accuracy,4,Test,0.8661417322834646,636,200,"{'imputer_strategy': 'median', 'C': 0.056368429683830816, 'l1_ratio': 0.07971785984786849}"
Logistic Regression,steer,has defects,Accuracy,5,Test,0.7559055118110236,636,200,"{'imputer_strategy': 'median', 'C': 0.056368429683830816, 'l1_ratio': 0.07971785984786849}"
Logistic Regression,steer,has defects,Balanced Accuracy,1,Train,0.7736709770114942,636,200,"{'imputer_strategy': 'median', 'C': 0.056368429683830816, 'l1_ratio': 0.07971785984786849}"
Logistic Regression,steer,has defects,Balanced Accuracy,2,Train,0.7576558022922636,636,200,"{'imputer_strategy': 'median', 'C': 0.056368429683830816, 'l1_ratio': 0.07971785984786849}"
Logistic Regression,steer,has defects,Balanced Accuracy,3,Train,0.7915114613180516,636,200,"{'imputer_strategy': 'median', 'C': 0.056368429683830816, 'l1_ratio': 0.07971785984786849}"
Logistic Regression,steer,has defects,Balanced Accuracy,4,Train,0.7562231375358166,636,200,"{'imputer_strategy': 'median', 'C': 0.056368429683830816, 'l1_ratio': 0.07971785984786849}"
Logistic Regression,steer,has defects,Balanced Accuracy,5,Train,0.7765401146131805,636,200,"{'imputer_strategy': 'median', 'C': 0.056368429683830816, 'l1_ratio': 0.07971785984786849}"
Logistic Regression,steer,has defects,Balanced Accuracy,1,Test,0.7761363636363636,636,200,"{'imputer_strategy': 'median', 'C': 0.056368429683830816, 'l1_ratio': 0.07971785984786849}"
Logistic Regression,steer,has defects,Balanced Accuracy,2,Test,0.7783045977011495,636,200,"{'imputer_strategy': 'median', 'C': 0.056368429683830816, 'l1_ratio': 0.07971785984786849}"
Logistic Regression,steer,has defects,Balanced Accuracy,3,Test,0.6448275862068966,636,200,"{'imputer_strategy': 'median', 'C': 0.056368429683830816, 'l1_ratio': 0.07971785984786849}"
Logistic Regression,steer,has defects,Balanced Accuracy,4,Test,0.8347701149425287,636,200,"{'imputer_strategy': 'median', 'C': 0.056368429683830816, 'l1_ratio': 0.07971785984786849}"
Logistic Regression,steer,has defects,Balanced Accuracy,5,Test,0.7408045977011495,636,200,"{'imputer_strategy': 'median', 'C': 0.056368429683830816, 'l1_ratio': 0.07971785984786849}"
Logistic Regression,steer,has defects,F1,1,Train,0.6862170087976539,636,200,"{'imputer_strategy': 'median', 'C': 0.056368429683830816, 'l1_ratio': 0.07971785984786849}"
Logistic Regression,steer,has defects,F1,2,Train,0.6647398843930635,636,200,"{'imputer_strategy': 'median', 'C': 0.056368429683830816, 'l1_ratio': 0.07971785984786849}"
Logistic Regression,steer,has defects,F1,3,Train,0.7065527065527065,636,200,"{'imputer_strategy': 'median', 'C': 0.056368429683830816, 'l1_ratio': 0.07971785984786849}"
Logistic Regression,steer,has defects,F1,4,Train,0.6628242074927954,636,200,"{'imputer_strategy': 'median', 'C': 0.056368429683830816, 'l1_ratio': 0.07971785984786849}"
Logistic Regression,steer,has defects,F1,5,Train,0.6904761904761905,636,200,"{'imputer_strategy': 'median', 'C': 0.056368429683830816, 'l1_ratio': 0.07971785984786849}"
Logistic Regression,steer,has defects,F1,1,Test,0.691358024691358,636,200,"{'imputer_strategy': 'median', 'C': 0.056368429683830816, 'l1_ratio': 0.07971785984786849}"
Logistic Regression,steer,has defects,F1,2,Test,0.6888888888888889,636,200,"{'imputer_strategy': 'median', 'C': 0.056368429683830816, 'l1_ratio': 0.07971785984786849}"
Logistic Regression,steer,has defects,F1,3,Test,0.5274725274725275,636,200,"{'imputer_strategy': 'median', 'C': 0.056368429683830816, 'l1_ratio': 0.07971785984786849}"
Logistic Regression,steer,has defects,F1,4,Test,0.7792207792207793,636,200,"{'imputer_strategy': 'median', 'C': 0.056368429683830816, 'l1_ratio': 0.07971785984786849}"
Logistic Regression,steer,has defects,F1,5,Test,0.6436781609195402,636,200,"{'imputer_strategy': 'median', 'C': 0.056368429683830816, 'l1_ratio': 0.07971785984786849}"
Logistic Regression,steer,has defects,ROC AUC,1,Train,0.8280352011494253,636,200,"{'imputer_strategy': 'median', 'C': 0.056368429683830816, 'l1_ratio': 0.07971785984786849}"
Logistic Regression,steer,has defects,ROC AUC,2,Train,0.8327005730659025,636,200,"{'imputer_strategy': 'median', 'C': 0.056368429683830816, 'l1_ratio': 0.07971785984786849}"
Logistic Regression,steer,has defects,ROC AUC,3,Train,0.8494896131805157,636,200,"{'imputer_strategy': 'median', 'C': 0.056368429683830816, 'l1_ratio': 0.07971785984786849}"
Logistic Regression,steer,has defects,ROC AUC,4,Train,0.8114881805157593,636,200,"{'imputer_strategy': 'median', 'C': 0.056368429683830816, 'l1_ratio': 0.07971785984786849}"
Logistic Regression,steer,has defects,ROC AUC,5,Train,0.8335780802292263,636,200,"{'imputer_strategy': 'median', 'C': 0.056368429683830816, 'l1_ratio': 0.07971785984786849}"
Logistic Regression,steer,has defects,ROC AUC,1,Test,0.7782670454545455,636,200,"{'imputer_strategy': 'median', 'C': 0.056368429683830816, 'l1_ratio': 0.07971785984786849}"
Logistic Regression,steer,has defects,ROC AUC,2,Test,0.7686781609195402,636,200,"{'imputer_strategy': 'median', 'C': 0.056368429683830816, 'l1_ratio': 0.07971785984786849}"
Logistic Regression,steer,has defects,ROC AUC,3,Test,0.6749999999999999,636,200,"{'imputer_strategy': 'median', 'C': 0.056368429683830816, 'l1_ratio': 0.07971785984786849}"
Logistic Regression,steer,has defects,ROC AUC,4,Test,0.8459770114942529,636,200,"{'imputer_strategy': 'median', 'C': 0.056368429683830816, 'l1_ratio': 0.07971785984786849}"
Logistic Regression,steer,has defects,ROC AUC,5,Test,0.7448275862068965,636,200,"{'imputer_strategy': 'median', 'C': 0.056368429683830816, 'l1_ratio': 0.07971785984786849}"
Logistic Regression,heifer,has defects,Accuracy,1,Train,0.6827956989247311,233,94,"{'imputer_strategy': 'mean', 'C': 0.02590974532597553, 'l1_ratio': 0.3443622335166928}"
Logistic Regression,heifer,has defects,Accuracy,2,Train,0.6720430107526881,233,94,"{'imputer_strategy': 'mean', 'C': 0.02590974532597553, 'l1_ratio': 0.3443622335166928}"
Logistic Regression,heifer,has defects,Accuracy,3,Train,0.7043010752688172,233,94,"{'imputer_strategy': 'mean', 'C': 0.02590974532597553, 'l1_ratio': 0.3443622335166928}"
Logistic Regression,heifer,has defects,Accuracy,4,Train,0.7165775401069518,233,94,"{'imputer_strategy': 'mean', 'C': 0.02590974532597553, 'l1_ratio': 0.3443622335166928}"
Logistic Regression,heifer,has defects,Accuracy,5,Train,0.6951871657754011,233,94,"{'imputer_strategy': 'mean', 'C': 0.02590974532597553, 'l1_ratio': 0.3443622335166928}"
Logistic Regression,heifer,has defects,Accuracy,1,Test,0.7446808510638298,233,94,"{'imputer_strategy': 'mean', 'C': 0.02590974532597553, 'l1_ratio': 0.3443622335166928}"
Logistic Regression,heifer,has defects,Accuracy,2,Test,0.7446808510638298,233,94,"{'imputer_strategy': 'mean', 'C': 0.02590974532597553, 'l1_ratio': 0.3443622335166928}"
Logistic Regression,heifer,has defects,Accuracy,3,Test,0.5319148936170213,233,94,"{'imputer_strategy': 'mean', 'C': 0.02590974532597553, 'l1_ratio': 0.3443622335166928}"
Logistic Regression,heifer,has defects,Accuracy,4,Test,0.6086956521739131,233,94,"{'imputer_strategy': 'mean', 'C': 0.02590974532597553, 'l1_ratio': 0.3443622335166928}"
Logistic Regression,heifer,has defects,Accuracy,5,Test,0.6521739130434783,233,94,"{'imputer_strategy': 'mean', 'C': 0.02590974532597553, 'l1_ratio': 0.3443622335166928}"
Logistic Regression,heifer,has defects,Balanced Accuracy,1,Train,0.6455855855855855,233,94,"{'imputer_strategy': 'mean', 'C': 0.02590974532597553, 'l1_ratio': 0.3443622335166928}"
Logistic Regression,heifer,has defects,Balanced Accuracy,2,Train,0.6409009009009009,233,94,"{'imputer_strategy': 'mean', 'C': 0.02590974532597553, 'l1_ratio': 0.3443622335166928}"
Logistic Regression,heifer,has defects,Balanced Accuracy,3,Train,0.6873873873873874,233,94,"{'imputer_strategy': 'mean', 'C': 0.02590974532597553, 'l1_ratio': 0.3443622335166928}"
Logistic Regression,heifer,has defects,Balanced Accuracy,4,Train,0.6762091038406828,233,94,"{'imputer_strategy': 'mean', 'C': 0.02590974532597553, 'l1_ratio': 0.3443622335166928}"
Logistic Regression,heifer,has defects,Balanced Accuracy,5,Train,0.664047619047619,233,94,"{'imputer_strategy': 'mean', 'C': 0.02590974532597553, 'l1_ratio': 0.3443622335166928}"
Logistic Regression,heifer,has defects,Balanced Accuracy,1,Test,0.6842105263157895,233,94,"{'imputer_strategy': 'mean', 'C': 0.02590974532597553, 'l1_ratio': 0.3443622335166928}"
Logistic Regression,heifer,has defects,Balanced Accuracy,2,Test,0.7349624060150376,233,94,"{'imputer_strategy': 'mean', 'C': 0.02590974532597553, 'l1_ratio': 0.3443622335166928}"
Logistic Regression,heifer,has defects,Balanced Accuracy,3,Test,0.49718045112781956,233,94,"{'imputer_strategy': 'mean', 'C': 0.02590974532597553, 'l1_ratio': 0.3443622335166928}"
Logistic Regression,heifer,has defects,Balanced Accuracy,4,Test,0.5595238095238095,233,94,"{'imputer_strategy': 'mean', 'C': 0.02590974532597553, 'l1_ratio': 0.3443622335166928}"
Logistic Regression,heifer,has defects,Balanced Accuracy,5,Test,0.6257309941520468,233,94,"{'imputer_strategy': 'mean', 'C': 0.02590974532597553, 'l1_ratio': 0.3443622335166928}"
